t,v,w
0.000000, -0.756904, 3.812224
0.100000, -0.044609, 3.403536
0.200000, -2.017640, 3.075534
0.300000, 1.711241, 2.679760
0.400000, 0.571140, 2.645522
0.500000, -1.101473, 2.490447
0.600000, -1.275964, 2.191424
0.700000, -1.329801, 1.913735
0.800000, -1.512617, 1.661156
0.900000, -1.572576, 1.425296
1.000000, -1.657862, 1.211386
1.100000, -1.690474, 1.016660
1.200000, -1.665368, 0.841729
1.300000, -1.598412, 0.686761
1.400000, -1.512789, 0.551575
1.500000, -1.418507, 0.435534
1.600000, -1.316544, 0.337860
1.700000, -1.203852, 0.257994
1.800000, -1.073463, 0.195892
1.900000, -0.910254, 0.152526
2.000000, -0.676102, 0.131151
2.100000, -0.252461, 0.141474
2.200000, 0.721504, 0.214747
2.300000, 1.772299, 0.396883
2.400000, 1.662665, 0.619007
2.500000, 1.690037, 0.813168
2.600000, 1.704960, 0.987488
2.700000, 1.675105, 1.143474
2.800000, 1.613569, 1.281416
2.900000, 1.538847, 1.401771
3.000000, 1.459069, 1.505354
3.100000, 1.375868, 1.593122
3.200000, 1.288506, 1.665943
3.300000, 1.194943, 1.724482
3.400000, 1.091440, 1.769077
3.500000, 0.970856, 1.799539
3.600000, 0.817877, 1.814669
3.700000, 0.593844, 1.810970
3.800000, 0.180334, 1.778456
3.900000, -0.757144, 1.686376
4.000000, -1.737270, 1.493735
4.100000, -1.685765, 1.265581
4.200000, -1.701373, 1.063913
4.300000, -1.680781, 0.883471
4.400000, -1.618455, 0.723378
4.500000, -1.535049, 0.583297
4.600000, -1.442322, 0.462594
4.700000, -1.342302, 0.360458
4.800000, -1.232634, 0.276240
4.900000, -1.107467, 0.209738
5.000000, -0.954390, 0.161603
5.100000, -0.743478, 0.134328
5.200000, -0.386393, 0.135316
5.300000, 0.410651, 0.188140
5.400000, 1.635497, 0.345659
5.500000, 1.570888, 0.567692
5.600000, 1.661376, 0.763290
5.700000, 1.699092, 0.941889
5.800000, 1.685484, 1.102620
5.900000, 1.631975, 1.245410
6.000000, 1.560079, 1.370510
6.100000, 1.481493, 1.478610
6.200000, 1.399301, 1.570641
6.300000, 1.313275, 1.647506
6.400000, 1.221748, 1.709937
6.500000, 1.121562, 1.758376
6.600000, 1.006816, 1.792813
6.700000, 0.865316, 1.812408
6.800000, 0.667784, 1.814534
6.900000, 0.329148, 1.791812
7.000000, -0.421125, 1.721678
7.100000, -1.580044, 1.555246
7.200000, -1.617505, 1.327238
7.300000, -1.679296, 1.121784
7.400000, -1.685859, 0.935914
7.500000, -1.638641, 0.769941
7.600000, -1.561094, 0.623912
7.700000, -1.471019, 0.497428
7.800000, -1.373401, 0.389737
7.900000, -1.267111, 0.300123
8.000000, -1.147539, 0.228220
8.100000, -1.004892, 0.174359
8.200000, -0.816671, 0.140302
8.300000, -0.520673, 0.131367
8.400000, 0.091318, 0.164010
8.500000, 1.327823, 0.286294
8.600000, 1.624474, 0.499183
8.700000, 1.647972, 0.704517
8.800000, 1.694828, 0.888903
8.900000, 1.695593, 1.055224
9.000000, 1.651481, 1.203541
9.100000, 1.583275, 1.334025
9.200000, 1.506118, 1.447253
9.300000, 1.424961, 1.544116
9.400000, 1.340235, 1.625550
9.500000, 1.250657, 1.692350
9.600000, 1.153599, 1.745061
9.700000, 1.044233, 1.783839
9.800000, 0.912939, 1.808161
9.900000, 0.737774, 1.816124
10.000000, 0.458770, 1.802386
10.100000, -0.117849, 1.751083
10.200000, -1.274878, 1.617809
10.300000, -1.669746, 1.398968
10.400000, -1.683344, 1.183604
10.500000, -1.695915, 0.990893
10.600000, -1.659200, 0.818579
10.700000, -1.587056, 0.666403
10.800000, -1.499487, 0.534001
10.900000, -1.404019, 0.420653
11.000000, -1.300681, 0.325581
11.100000, -1.185883, 0.248279
11.200000, -1.051832, 0.188814
11.300000, -0.881359, 0.148382
11.400000, -0.629912, 0.130809
11.500000, -0.154817, 0.147611
11.600000, 0.927367, 0.235558
11.700000, 1.773972, 0.430228
11.800000, 1.681698, 0.648843
11.900000, 1.700823, 0.840583
12.000000, 1.705447, 1.012354
12.100000, 1.668030, 1.165676
12.200000, 1.603098, 1.300943
12.300000, 1.527209, 1.418706
12.400000, 1.446873, 1.519837
12.500000, 1.363129, 1.605291
12.600000, 1.275006, 1.675917
12.700000, 1.180259, 1.732337
12.800000, 1.074789, 1.774829
12.900000, 0.950664, 1.803093
13.000000, 0.790502, 1.815704
13.100000, 0.549184, 1.808589
13.200000, 0.085066, 1.769970
13.300000, -0.949195, 1.664073
13.400000, -1.748609, 1.460045
13.500000, -1.703045, 1.235115
13.600000, -1.706814, 1.036086
13.700000, -1.675382, 0.858468
13.800000, -1.607373, 0.701303
13.900000, -1.521808, 0.564134
14.000000, -1.427929, 0.446241
14.100000, -1.326683, 0.346805
14.200000, -1.215191, 0.265222
14.300000, -1.086922, 0.201381
14.400000, -0.927882, 0.156121
14.500000, -0.703437, 0.132375
14.600000, -0.308023, 0.138870
14.700000, 0.595344, 0.203649
14.800000, 1.735781, 0.376720
14.900000, 1.625980, 0.599683
15.000000, 1.676611, 0.794362
15.100000, 1.702175, 0.970205
15.200000, 1.679111, 1.127971
15.300000, 1.620672, 1.267756
15.400000, 1.546996, 1.389920
15.500000, 1.467654, 1.495225
15.600000, 1.384825, 1.584615
15.700000, 1.297959, 1.658975
15.800000, 1.205160, 1.718993
15.900000, 1.102916, 1.765049
16.000000, 0.984576, 1.797022
16.100000, 0.836075, 1.813855
16.200000, 0.622573, 1.812400
16.300000, 0.239314, 1.783730
16.400000, -0.628204, 1.700328
16.500000, -1.697947, 1.516653
16.600000, -1.658093, 1.287542
16.700000, -1.692084, 1.084605
16.800000, -1.682680, 0.902255
16.900000, -1.626082, 0.740038
17.000000, -1.544823, 0.597791
17.100000, -1.453119, 0.474977
17.200000, -1.354075, 0.370803
17.300000, -1.245796, 0.284594
17.400000, -1.122939, 0.216082
17.500000, -0.974194, 0.165784
17.600000, -0.772826, 0.135887
17.700000, -0.441903, 0.132898
17.800000, 0.277436, 0.177325
17.900000, 1.529360, 0.321544
18.000000, 1.562457, 0.541053
18.100000, 1.654475, 0.739067
18.200000, 1.697431, 0.919975
18.300000, 1.689860, 1.082998
18.400000, 1.639962, 1.228059
18.500000, 1.569398, 1.355365
18.600000, 1.491304, 1.465558
18.700000, 1.409462, 1.559554
18.800000, 1.323888, 1.638270
18.900000, 1.233059, 1.702463
19.000000, 1.134022, 1.752616
19.100000, 1.021299, 1.788782
19.200000, 0.883723, 1.810248
19.300000, 0.694994, 1.814674
19.400000, 0.380370, 1.795511
19.500000, -0.301500, 1.732908
19.600000, -1.481086, 1.578369
19.700000, -1.617460, 1.352736
19.800000, -1.676667, 1.144519
19.900000, -1.688942, 0.956257
20.000000, -1.646708, 0.787924
20.100000, -1.571475, 0.639560
20.200000, -1.482495, 0.510809
20.300000, -1.385855, 0.400937
20.400000, -1.280911, 0.309202
20.500000, -1.163508, 0.235178
20.600000, -1.024769, 0.179076
20.700000, -0.844676, 0.142402
20.800000, -0.569382, 0.129781
20.900000, -0.021360, 0.155337
21.000000, 1.165540, 0.262577
21.100000, 1.698271, 0.468992
21.200000, 1.657661, 0.680623
21.300000, 1.696247, 0.867937
21.400000, 1.699501, 1.036537
21.500000, 1.658253, 1.186979
