t,v,w
0.000000, 2.286944, 4.001058
0.010000, 1.832105, 3.996535
0.020000, 1.476517, 3.988085
0.030000, 1.162703, 3.976401
0.040000, 0.861662, 3.961766
0.050000, 0.554821, 3.944233
0.060000, 0.228388, 3.923697
0.070000, -0.127566, 3.899931
0.080000, -0.516677, 3.872644
0.090000, -0.931057, 3.841559
0.100000, -1.346455, 3.806563
0.110000, -1.725502, 3.767856
0.120000, -2.033541, 3.726014
0.130000, -2.256013, 3.681861
0.140000, -2.400905, 3.636245
0.150000, -2.487638, 3.589856
0.160000, -2.535816, 3.543180
0.170000, -2.560281, 3.496525
0.180000, -2.570776, 3.450075
0.190000, -2.573235, 3.403934
0.200000, -2.571127, 3.358161
0.210000, -2.566439, 3.312788
0.220000, -2.560299, 3.267831
0.230000, -2.553344, 3.223298
0.240000, -2.545934, 3.179191
0.250000, -2.538272, 3.135512
0.260000, -2.530475, 3.092257
0.270000, -2.522608, 3.049425
0.280000, -2.514708, 3.007013
0.290000, -2.506797, 2.965018
0.300000, -2.498887, 2.923436
0.310000, -2.490986, 2.882264
0.320000, -2.483098, 2.841499
0.330000, -2.475224, 2.801137
0.340000, -2.467367, 2.761175
0.350000, -2.459527, 2.721610
0.360000, -2.451704, 2.682438
0.370000, -2.443899, 2.643655
0.380000, -2.436112, 2.605260
0.390000, -2.428343, 2.567248
0.400000, -2.420592, 2.529616
0.410000, -2.412859, 2.492361
0.420000, -2.405143, 2.455480
0.430000, -2.397445, 2.418970
0.440000, -2.389766, 2.382827
0.450000, -2.382104, 2.347048
0.460000, -2.374459, 2.311631
0.470000, -2.366832, 2.276572
0.480000, -2.359223, 2.241868
0.490000, -2.351632, 2.207516
0.500000, -2.344058, 2.173514
0.510000, -2.336501, 2.139858
0.520000, -2.328962, 2.106545
0.530000, -2.321440, 2.073573
0.540000, -2.313935, 2.040938
0.550000, -2.306448, 2.008638
0.560000, -2.298978, 1.976670
0.570000, -2.291525, 1.945031
0.580000, -2.284089, 1.913718
0.590000, -2.276671, 1.882729
0.600000, -2.269269, 1.852060
0.610000, -2.261884, 1.821710
0.620000, -2.254516, 1.791674
0.630000, -2.247165, 1.761952
0.640000, -2.239831, 1.732539
0.650000, -2.232514, 1.703434
0.660000, -2.225213, 1.674633
0.670000, -2.217929, 1.646134
0.680000, -2.210662, 1.617935
0.690000, -2.203411, 1.590033
0.700000, -2.196177, 1.562426
0.710000, -2.188959, 1.535110
0.720000, -2.181758, 1.508084
0.730000, -2.174573, 1.481345
0.740000, -2.167405, 1.454890
0.750000, -2.160252, 1.428718
0.760000, -2.153117, 1.402825
0.770000, -2.145997, 1.377209
0.780000, -2.138893, 1.351869
0.790000, -2.131806, 1.326801
0.800000, -2.124735, 1.302003
0.810000, -2.117679, 1.277473
0.820000, -2.110640, 1.253209
0.830000, -2.103617, 1.229208
0.840000, -2.096610, 1.205469
0.850000, -2.089618, 1.181988
0.860000, -2.082642, 1.158764
0.870000, -2.075682, 1.135794
0.880000, -2.068738, 1.113077
0.890000, -2.061810, 1.090609
0.900000, -2.054897, 1.068390
0.910000, -2.048000, 1.046416
0.920000, -2.041118, 1.024687
0.930000, -2.034252, 1.003198
0.940000, -2.027401, 0.981950
0.950000, -2.020566, 0.960939
0.960000, -2.013746, 0.940163
0.970000, -2.006942, 0.919620
0.980000, -2.000153, 0.899309
0.990000, -1.993379, 0.879228
1.000000, -1.986620, 0.859373
1.010000, -1.979877, 0.839745
1.020000, -1.973148, 0.820339
1.030000, -1.966435, 0.801156
1.040000, -1.959737, 0.782192
1.050000, -1.953054, 0.763445
1.060000, -1.946386, 0.744915
1.070000, -1.939732, 0.726598
1.080000, -1.933094, 0.708494
1.090000, -1.926471, 0.690600
1.100000, -1.919862, 0.672914
1.110000, -1.913268, 0.655435
1.120000, -1.906689, 0.638161
1.130000, -1.900125, 0.621090
1.140000, -1.893575, 0.604221
1.150000, -1.887040, 0.587551
1.160000, -1.880520, 0.571079
1.170000, -1.874014, 0.554803
1.180000, -1.867523, 0.538721
1.190000, -1.861046, 0.522832
1.200000, -1.854584, 0.507134
1.210000, -1.848136, 0.491626
1.220000, -1.841702, 0.476305
1.230000, -1.835283, 0.461170
1.240000, -1.828878, 0.446220
1.250000, -1.822488, 0.431452
1.260000, -1.816112, 0.416866
1.270000, -1.809749, 0.402460
1.280000, -1.803401, 0.388231
1.290000, -1.797068, 0.374180
1.300000, -1.790748, 0.360303
1.310000, -1.784442, 0.346599
1.320000, -1.778151, 0.333068
1.330000, -1.771873, 0.319707
1.340000, -1.765610, 0.306515
1.350000, -1.759360, 0.293490
1.360000, -1.753124, 0.280631
1.370000, -1.746902, 0.267937
1.380000, -1.740694, 0.255405
1.390000, -1.734500, 0.243036
1.400000, -1.728320, 0.230826
1.410000, -1.722153, 0.218776
1.420000, -1.716000, 0.206883
1.430000, -1.709861, 0.195145
1.440000, -1.703735, 0.183563
1.450000, -1.697623, 0.172133
1.460000, -1.691525, 0.160855
1.470000, -1.685440, 0.149728
1.480000, -1.679369, 0.138751
1.490000, -1.673311, 0.127921
1.500000, -1.667267, 0.117237
1.510000, -1.661236, 0.106699
1.520000, -1.655219, 0.096305
1.530000, -1.649215, 0.086053
1.540000, -1.643225, 0.075943
1.550000, -1.637248, 0.065973
1.560000, -1.631284, 0.056142
1.570000, -1.625334, 0.046449
1.580000, -1.619397, 0.036892
1.590000, -1.613473, 0.027470
1.600000, -1.607562, 0.018183
1.610000, -1.601665, 0.009028
1.620000, -1.595781, 0.000005
1.630000, -1.589910, -0.008888
1.640000, -1.584052, -0.017652
1.650000, -1.578207, -0.026287
1.660000, -1.572376, -0.034796
1.670000, -1.566558, -0.043178
1.680000, -1.560752, -0.051436
1.690000, -1.554960, -0.059571
1.700000, -1.549181, -0.067583
1.710000, -1.543415, -0.075474
1.720000, -1.537662, -0.083244
1.730000, -1.531921, -0.090895
1.740000, -1.526194, -0.098428
1.750000, -1.520480, -0.105845
1.760000, -1.514779, -0.113145
1.770000, -1.509091, -0.120330
1.780000, -1.503415, -0.127402
1.790000, -1.497753, -0.134360
1.800000, -1.492103, -0.141207
1.810000, -1.486467, -0.147944
1.820000, -1.480843, -0.154570
1.830000, -1.475232, -0.161088
1.840000, -1.469635, -0.167498
1.850000, -1.464050, -0.173801
1.860000, -1.458477, -0.179998
1.870000, -1.452918, -0.186091
1.880000, -1.447372, -0.192079
1.890000, -1.441838, -0.197965
1.900000, -1.436317, -0.203749
1.910000, -1.430810, -0.209432
1.920000, -1.425315, -0.215015
1.930000, -1.419832, -0.220498
1.940000, -1.414363, -0.225884
1.950000, -1.408907, -0.231172
1.960000, -1.403463, -0.236363
1.970000, -1.398032, -0.241459
1.980000, -1.392615, -0.246461
1.990000, -1.387210, -0.251369
2.000000, -1.381818, -0.256183
2.010000, -1.376439, -0.260906
2.020000, -1.371072, -0.265538
2.030000, -1.365719, -0.270079
2.040000, -1.360379, -0.274531
2.050000, -1.355051, -0.278895
2.060000, -1.349737, -0.283170
2.070000, -1.344436, -0.287359
2.080000, -1.339147, -0.291462
2.090000, -1.333872, -0.295479
2.100000, -1.328610, -0.299412
2.110000, -1.323360, -0.303261
2.120000, -1.318124, -0.307027
2.130000, -1.312901, -0.310711
2.140000, -1.307692, -0.314314
2.150000, -1.302495, -0.317836
2.160000, -1.297312, -0.321279
2.170000, -1.292142, -0.324642
2.180000, -1.286985, -0.327927
2.190000, -1.281842, -0.331135
2.200000, -1.276712, -0.334266
2.210000, -1.271595, -0.337321
2.220000, -1.266493, -0.340301
2.230000, -1.261403, -0.343207
2.240000, -1.256327, -0.346038
2.250000, -1.251265, -0.348797
2.260000, -1.246217, -0.351483
2.270000, -1.241182, -0.354098
2.280000, -1.236162, -0.356641
2.290000, -1.231155, -0.359115
2.300000, -1.226162, -0.361519
2.310000, -1.221183, -0.363854
2.320000, -1.216219, -0.366121
2.330000, -1.211269, -0.368321
2.340000, -1.206333, -0.370454
2.350000, -1.201411, -0.372520
2.360000, -1.196504, -0.374522
2.370000, -1.191611, -0.376458
2.380000, -1.186734, -0.378331
2.390000, -1.181871, -0.380140
2.400000, -1.177023, -0.381886
2.410000, -1.172189, -0.383570
2.420000, -1.167372, -0.385193
2.430000, -1.162569, -0.386755
2.440000, -1.157782, -0.388257
2.450000, -1.153010, -0.389699
2.460000, -1.148254, -0.391082
2.470000, -1.143514, -0.392407
2.480000, -1.138790, -0.393674
2.490000, -1.134082, -0.394884
2.500000, -1.129390, -0.396038
2.510000, -1.124715, -0.397135
2.520000, -1.120056, -0.398178
2.530000, -1.115415, -0.399166
2.540000, -1.110790, -0.400100
2.550000, -1.106183, -0.400980
2.560000, -1.101593, -0.401808
2.570000, -1.097020, -0.402583
2.580000, -1.092466, -0.403307
2.590000, -1.087930, -0.403980
2.600000, -1.083412, -0.404602
2.610000, -1.078912, -0.405175
2.620000, -1.074432, -0.405698
2.630000, -1.069971, -0.406172
2.640000, -1.065529, -0.406599
2.650000, -1.061107, -0.406978
2.660000, -1.056705, -0.407309
2.670000, -1.052323, -0.407595
2.680000, -1.047962, -0.407835
2.690000, -1.043622, -0.408029
2.700000, -1.039304, -0.408179
2.710000, -1.035007, -0.408284
2.720000, -1.030732, -0.408347
2.730000, -1.026480, -0.408366
2.740000, -1.022251, -0.408343
2.750000, -1.018046, -0.408277
2.760000, -1.013864, -0.408171
2.770000, -1.009706, -0.408024
2.780000, -1.005573, -0.407837
2.790000, -1.001466, -0.407610
2.800000, -0.997384, -0.407345
2.810000, -0.993329, -0.407041
2.820000, -0.989301, -0.406699
2.830000, -0.985300, -0.406320
2.840000, -0.981327, -0.405904
2.850000, -0.977384, -0.405452
2.860000, -0.973469, -0.404965
2.870000, -0.969585, -0.404442
2.880000, -0.965731, -0.403885
2.890000, -0.961909, -0.403295
2.900000, -0.958119, -0.402671
2.910000, -0.954362, -0.402015
2.920000, -0.950640, -0.401326
2.930000, -0.946952, -0.400607
2.940000, -0.943299, -0.399856
2.950000, -0.939683, -0.399075
2.960000, -0.936105, -0.398265
2.970000, -0.932565, -0.397425
2.980000, -0.929064, -0.396557
2.990000, -0.925604, -0.395662
3.000000, -0.922186, -0.394739
3.010000, -0.918811, -0.393790
3.020000, -0.915479, -0.392815
3.030000, -0.912193, -0.391815
3.040000, -0.908953, -0.390790
3.050000, -0.905761, -0.389741
3.060000, -0.902618, -0.388669
3.070000, -0.899526, -0.387575
3.080000, -0.896486, -0.386459
3.090000, -0.893499, -0.385322
3.100000, -0.890567, -0.384164
3.110000, -0.887692, -0.382987
3.120000, -0.884876, -0.381790
3.130000, -0.882119, -0.380576
3.140000, -0.879425, -0.379344
3.150000, -0.876794, -0.378095
3.160000, -0.874228, -0.376830
3.170000, -0.871731, -0.375551
3.180000, -0.869302, -0.374256
3.190000, -0.866946, -0.372949
3.200000, -0.864663, -0.371628
3.210000, -0.862456, -0.370296
3.220000, -0.860328, -0.368953
3.230000, -0.858280, -0.367600
3.240000, -0.856315, -0.366237
3.250000, -0.854435, -0.364867
3.260000, -0.852643, -0.363489
3.270000, -0.850942, -0.362104
3.280000, -0.849334, -0.360714
3.290000, -0.847821, -0.359320
3.300000, -0.846407, -0.357922
3.310000, -0.845095, -0.356521
3.320000, -0.843886, -0.355120
3.330000, -0.842784, -0.353718
3.340000, -0.841793, -0.352316
3.350000, -0.840914, -0.350917
3.360000, -0.840150, -0.349520
3.370000, -0.839506, -0.348128
3.380000, -0.838983, -0.346741
3.390000, -0.838585, -0.345360
3.400000, -0.838315, -0.343987
3.410000, -0.838175, -0.342623
3.420000, -0.838170, -0.341269
3.430000, -0.838301, -0.339926
3.440000, -0.838571, -0.338597
3.450000, -0.838984, -0.337281
3.460000, -0.839542, -0.335980
3.470000, -0.840248, -0.334696
3.480000, -0.841105, -0.333430
3.490000, -0.842114, -0.332184
3.500000, -0.843279, -0.330958
3.510000, -0.844601, -0.329755
3.520000, -0.846082, -0.328575
3.530000, -0.847725, -0.327420
3.540000, -0.849530, -0.326291
3.550000, -0.851499, -0.325190
3.560000, -0.853634, -0.324118
3.570000, -0.855934, -0.323077
3.580000, -0.858400, -0.322068
3.590000, -0.861032, -0.321093
3.600000, -0.863831, -0.320152
3.610000, -0.866795, -0.319247
3.620000, -0.869923, -0.318380
3.630000, -0.873214, -0.317552
3.640000, -0.876666, -0.316764
3.650000, -0.880277, -0.316018
3.660000, -0.884043, -0.315314
3.670000, -0.887961, -0.314654
3.680000, -0.892027, -0.314039
3.690000, -0.896237, -0.313470
3.700000, -0.900586, -0.312949
3.710000, -0.905068, -0.312475
3.720000, -0.909677, -0.312051
3.730000, -0.914406, -0.311676
3.740000, -0.919249, -0.311352
3.750000, -0.924197, -0.311080
3.760000, -0.929243, -0.310859
3.770000, -0.934378, -0.310691
3.780000, -0.939593, -0.310576
3.790000, -0.944878, -0.310514
3.800000, -0.950224, -0.310505
3.810000, -0.955620, -0.310550
3.820000, -0.961056, -0.310649
3.830000, -0.966520, -0.310801
3.840000, -0.972003, -0.311006
3.850000, -0.977493, -0.311265
3.860000, -0.982980, -0.311576
3.870000, -0.988450, -0.311939
3.880000, -0.993895, -0.312353
3.890000, -0.999302, -0.312819
3.900000, -1.004661, -0.313334
3.910000, -1.009961, -0.313898
3.920000, -1.015191, -0.314511
3.930000, -1.020342, -0.315170
3.940000, -1.025404, -0.315874
3.950000, -1.030367, -0.316623
3.960000, -1.035224, -0.317415
3.970000, -1.039964, -0.318249
3.980000, -1.044581, -0.319122
3.990000, -1.049067, -0.320034
4.000000, -1.053416, -0.320982
4.010000, -1.057621, -0.321966
4.020000, -1.061678, -0.322983
4.030000, -1.065580, -0.324031
4.040000, -1.069325, -0.325109
4.050000, -1.072907, -0.326215
4.060000, -1.076325, -0.327347
4.070000, -1.079576, -0.328503
4.080000, -1.082657, -0.329682
4.090000, -1.085568, -0.330881
4.100000, -1.088308, -0.332099
4.110000, -1.090876, -0.333333
4.120000, -1.093273, -0.334582
4.130000, -1.095499, -0.335845
4.140000, -1.097556, -0.337118
4.150000, -1.099444, -0.338401
4.160000, -1.101166, -0.339692
4.170000, -1.102724, -0.340989
4.180000, -1.104120, -0.342290
4.190000, -1.105357, -0.343594
4.200000, -1.106437, -0.344899
4.210000, -1.107365, -0.346204
4.220000, -1.108143, -0.347507
4.230000, -1.108775, -0.348806
4.240000, -1.109264, -0.350101
4.250000, -1.109615, -0.351389
4.260000, -1.109830, -0.352671
4.270000, -1.109914, -0.353943
4.280000, -1.109871, -0.355205
4.290000, -1.109705, -0.356457
4.300000, -1.109420, -0.357696
4.310000, -1.109019, -0.358922
4.320000, -1.108507, -0.360133
4.330000, -1.107887, -0.361329
4.340000, -1.107164, -0.362509
4.350000, -1.106341, -0.363672
4.360000, -1.105422, -0.364817
4.370000, -1.104411, -0.365943
4.380000, -1.103312, -0.367050
4.390000, -1.102128, -0.368136
4.400000, -1.100862, -0.369202
4.410000, -1.099519, -0.370246
4.420000, -1.098101, -0.371268
4.430000, -1.096612, -0.372268
4.440000, -1.095055, -0.373244
4.450000, -1.093433, -0.374197
4.460000, -1.091749, -0.375125
4.470000, -1.090007, -0.376030
4.480000, -1.088209, -0.376909
4.490000, -1.086358, -0.377763
4.500000, -1.084456, -0.378592
4.510000, -1.082507, -0.379395
4.520000, -1.080512, -0.380172
4.530000, -1.078475, -0.380922
4.540000, -1.076398, -0.381646
4.550000, -1.074283, -0.382344
4.560000, -1.072133, -0.383014
4.570000, -1.069949, -0.383658
4.580000, -1.067734, -0.384275
4.590000, -1.065489, -0.384864
4.600000, -1.063218, -0.385427
4.610000, -1.060922, -0.385962
4.620000, -1.058602, -0.386470
4.630000, -1.056262, -0.386950
4.640000, -1.053901, -0.387404
4.650000, -1.051523, -0.387830
4.660000, -1.049129, -0.388229
4.670000, -1.046721, -0.388601
4.680000, -1.044299, -0.388946
4.690000, -1.041867, -0.389264
4.700000, -1.039425, -0.389555
4.710000, -1.036975, -0.389819
4.720000, -1.034518, -0.390057
4.730000, -1.032056, -0.390269
4.740000, -1.029590, -0.390454
4.750000, -1.027122, -0.390614
4.760000, -1.024653, -0.390747
4.770000, -1.022184, -0.390855
4.780000, -1.019717, -0.390937
4.790000, -1.017252, -0.390994
4.800000, -1.014792, -0.391026
4.810000, -1.012337, -0.391034
4.820000, -1.009888, -0.391017
4.830000, -1.007448, -0.390975
4.840000, -1.005016, -0.390910
4.850000, -1.002594, -0.390821
4.860000, -1.000184, -0.390709
4.870000, -0.997786, -0.390574
4.880000, -0.995402, -0.390416
4.890000, -0.993033, -0.390235
4.900000, -0.990679, -0.390033
4.910000, -0.988342, -0.389808
4.920000, -0.986024, -0.389563
4.930000, -0.983725, -0.389296
4.940000, -0.981446, -0.389008
4.950000, -0.979188, -0.388701
4.960000, -0.976953, -0.388373
4.970000, -0.974742, -0.388026
4.980000, -0.972555, -0.387660
4.990000, -0.970394, -0.387275
5.000000, -0.968260, -0.386871
5.010000, -0.966155, -0.386450
5.020000, -0.964078, -0.386011
5.030000, -0.962031, -0.385556
5.040000, -0.960016, -0.385083
5.050000, -0.958033, -0.384595
5.060000, -0.956083, -0.384091
5.070000, -0.954168, -0.383571
5.080000, -0.952289, -0.383037
5.090000, -0.950446, -0.382488
5.100000, -0.948642, -0.381926
5.110000, -0.946876, -0.381351
5.120000, -0.945151, -0.380762
5.130000, -0.943467, -0.380162
5.140000, -0.941825, -0.379549
5.150000, -0.940227, -0.378925
5.160000, -0.938673, -0.378291
5.170000, -0.937166, -0.377646
5.180000, -0.935705, -0.376992
5.190000, -0.934292, -0.376329
5.200000, -0.932928, -0.375657
5.210000, -0.931615, -0.374977
5.220000, -0.930352, -0.374290
5.230000, -0.929143, -0.373596
5.240000, -0.927987, -0.372895
5.250000, -0.926885, -0.372189
5.260000, -0.925839, -0.371478
5.270000, -0.924850, -0.370763
5.280000, -0.923919, -0.370043
5.290000, -0.923047, -0.369321
5.300000, -0.922235, -0.368595
5.310000, -0.921483, -0.367868
5.320000, -0.920794, -0.367139
5.330000, -0.920168, -0.366410
5.340000, -0.919605, -0.365680
5.350000, -0.919107, -0.364951
5.360000, -0.918675, -0.364223
5.370000, -0.918309, -0.363497
5.380000, -0.918011, -0.362774
5.390000, -0.917780, -0.362053
5.400000, -0.917619, -0.361337
5.410000, -0.917527, -0.360625
5.420000, -0.917504, -0.359918
5.430000, -0.917553, -0.359216
5.440000, -0.917672, -0.358521
5.450000, -0.917864, -0.357834
5.460000, -0.918127, -0.357154
5.470000, -0.918462, -0.356482
5.480000, -0.918870, -0.355819
5.490000, -0.919351, -0.355166
5.500000, -0.919905, -0.354524
5.510000, -0.920531, -0.353892
5.520000, -0.921230, -0.353272
5.530000, -0.922001, -0.352665
5.540000, -0.922845, -0.352070
5.550000, -0.923760, -0.351489
5.560000, -0.924747, -0.350922
5.570000, -0.925805, -0.350369
5.580000, -0.926933, -0.349832
5.590000, -0.928130, -0.349311
5.600000, -0.929395, -0.348806
5.610000, -0.930728, -0.348318
5.620000, -0.932127, -0.347847
5.630000, -0.933591, -0.347395
5.640000, -0.935119, -0.346961
5.650000, -0.936708, -0.346546
5.660000, -0.938358, -0.346151
5.670000, -0.940066, -0.345775
5.680000, -0.941831, -0.345420
5.690000, -0.943651, -0.345085
5.700000, -0.945524, -0.344772
5.710000, -0.947447, -0.344479
5.720000, -0.949418, -0.344209
5.730000, -0.951434, -0.343960
5.740000, -0.953494, -0.343734
5.750000, -0.955594, -0.343531
5.760000, -0.957732, -0.343350
5.770000, -0.959904, -0.343192
5.780000, -0.962109, -0.343057
5.790000, -0.964342, -0.342945
5.800000, -0.966601, -0.342857
5.810000, -0.968882, -0.342791
5.820000, -0.971183, -0.342750
5.830000, -0.973500, -0.342731
5.840000, -0.975830, -0.342736
5.850000, -0.978169, -0.342764
5.860000, -0.980515, -0.342815
5.870000, -0.982863, -0.342889
5.880000, -0.985211, -0.342986
5.890000, -0.987554, -0.343105
5.900000, -0.989891, -0.343247
5.910000, -0.992217, -0.343411
5.920000, -0.994529, -0.343597
5.930000, -0.996824, -0.343804
5.940000, -0.999098, -0.344032
5.950000, -1.001349, -0.344281
5.960000, -1.003574, -0.344551
5.970000, -1.005769, -0.344840
5.980000, -1.007932, -0.345148
5.990000, -1.010059, -0.345476
6.000000, -1.012149, -0.345822
6.010000, -1.014198, -0.346186
6.020000, -1.016203, -0.346567
6.030000, -1.018164, -0.346964
6.040000, -1.020077, -0.347378
6.050000, -1.021940, -0.347808
6.060000, -1.023751, -0.348252
6.070000, -1.025508, -0.348710
6.080000, -1.027210, -0.349183
6.090000, -1.028855, -0.349668
6.100000, -1.030442, -0.350165
6.110000, -1.031968, -0.350674
6.120000, -1.033433, -0.351193
6.130000, -1.034836, -0.351723
6.140000, -1.036176, -0.352262
6.150000, -1.037452, -0.352810
6.160000, -1.038663, -0.353366
6.170000, -1.039809, -0.353929
6.180000, -1.040890, -0.354499
6.190000, -1.041904, -0.355075
6.200000, -1.042852, -0.355656
6.210000, -1.043733, -0.356241
6.220000, -1.044549, -0.356830
6.230000, -1.045298, -0.357422
6.240000, -1.045981, -0.358017
6.250000, -1.046599, -0.358614
6.260000, -1.047151, -0.359211
6.270000, -1.047638, -0.359809
6.280000, -1.048062, -0.360407
6.290000, -1.048421, -0.361004
6.300000, -1.048718, -0.361599
6.310000, -1.048953, -0.362192
6.320000, -1.049126, -0.362783
6.330000, -1.049239, -0.363370
6.340000, -1.049293, -0.363953
6.350000, -1.049288, -0.364532
6.360000, -1.049226, -0.365106
6.370000, -1.049108, -0.365675
6.380000, -1.048935, -0.366238
6.390000, -1.048708, -0.366794
6.400000, -1.048428, -0.367343
6.410000, -1.048096, -0.367885
